CID_A,drug_A,CID_B,drug_B,enzyme_gene,direction,severity,DB_A,DB_B,drugbank_hard_proven
4634,Oxybutynin,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01062,DB00398,No
2907,Cyclophosphamide,3333,Felodipine,CYP3A4,induction,Unknown,DB00531,DB01023,No
2907,Cyclophosphamide,3333,Felodipine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01023,No
2907,Cyclophosphamide,3333,Felodipine,CYP3A4,inhibition,Unknown,DB00531,DB01023,No
3715,Indomethacin,216239,Sorafenib,CYP2C9,inhibition,Unknown,DB00328,DB00398,No
3715,Indomethacin,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00328,DB00398,No
3157,Doxazosin,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB00590,DB01005,No
2554,Carbamazepine,3690,Ifosfamide,CYP3A4,inhibition,Unknown,DB00564,DB01181,No
2554,Carbamazepine,3690,Ifosfamide,CYP3A4,induction,Unknown,DB00564,DB01181,No
2719,Chloroquine,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00608,DB00531,No
2719,Chloroquine,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00608,DB00531,No
2719,Chloroquine,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00608,DB00531,No
1775,Phenytoin,60953,Capecitabine,CYP2C9,inhibition,Moderate,DB00252,DB01101,Yes
1775,Phenytoin,60953,Capecitabine,CYP2C9,induction,Moderate,DB00252,DB01101,Yes
3825,Ketoprofen,216239,Sorafenib,ABCC4 (MRP4),transporter_inhibition,Unknown,DB01009,DB00398,No
3825,Ketoprofen,216239,Sorafenib,CYP2C9,inhibition,Unknown,DB01009,DB00398,No
2907,Cyclophosphamide,4499,Nisoldipine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00401,No
2907,Cyclophosphamide,4499,Nisoldipine,CYP3A4,induction,Unknown,DB00531,DB00401,No
2907,Cyclophosphamide,4499,Nisoldipine,CYP3A4,inhibition,Unknown,DB00531,DB00401,No
4173,Metronidazole,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00916,DB00990,No
4058,Meperidine,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00454,DB01041,No
1978,Acebutolol,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01193,DB00317,No
1978,Acebutolol,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB01193,DB00317,No
4212,Mitoxantrone,4539,Norfloxacin,CYP3A4,inhibition,Minor,DB01204,DB01059,No
2520,Verapamil,3397,Flutamide,CYP1A2,inhibition,Unknown,DB00661,DB00499,No
444,Bupropion,2375,Bicalutamide,CYP3A4,inhibition,Unknown,DB01156,DB01128,No
4679,Pantoprazole,5394,Temozolomide,CYP3A4,induction,Unknown,DB00213,DB00853,No
4595,Ondansetron,5394,Temozolomide,CYP3A4,induction,Unknown,DB00904,DB00853,No
2771,Citalopram,5394,Temozolomide,CYP3A4,induction,Unknown,DB00215,DB00853,No
2244,Aspirin,3397,Flutamide,CYP2C19,induction,Unknown,DB00945,DB00499,No
2802,Clonazepam,5394,Temozolomide,CYP3A4,induction,Unknown,DB01068,DB00853,No
3902,Letrozole,5090,Rofecoxib,CYP3A4,induction,Unknown,DB01006,DB00533,No
3345,Fentanyl,5426,Thalidomide,CYP3A5,induction,Moderate,DB00813,DB01041,No
4679,Pantoprazole,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Major,DB00213,DB01254,Yes
4679,Pantoprazole,3062316,Dasatinib,CYP1A2,induction,Major,DB00213,DB01254,Yes
4917,Prochlorperazine,5394,Temozolomide,CYP3A4,induction,Unknown,DB00433,DB00853,No
4594,Prilosec,5394,Temozolomide,CYP3A4,induction,Unknown,DB00338,DB00853,No
4679,Pantoprazole,176870,Erlotinib,CYP1A2,induction,Major,DB00213,DB00530,Yes
4679,Pantoprazole,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Major,DB00213,DB00530,Yes
2118,Alprazolam,5426,Thalidomide,CYP3A5,induction,Moderate,DB00404,DB01041,No
2662,Celecoxib,34312,Oxcarbazepine,CYP3A4,induction,Unknown,DB00482,DB00776,No
2471,Bumetanide,5426,Thalidomide,PTGS2,induction,Unknown,DB00887,DB01041,No
5073,Risperidone,5426,Thalidomide,CYP3A5,induction,Moderate,DB00734,DB01041,No
2578,Carmustine,4679,Pantoprazole,CYP1A2,induction,Unknown,DB00262,DB00213,No
2895,Cyclobenzaprine,5394,Temozolomide,CYP3A4,induction,Unknown,DB00924,DB00853,No
4634,Oxybutynin,5426,Thalidomide,CYP3A5,induction,Unknown,DB01062,DB01041,No
2662,Celecoxib,104865,Bosentan,CYP3A4,induction,Moderate,DB00482,DB00559,No
5394,Temozolomide,5734,Zonisamide,CYP3A4,induction,Unknown,DB00853,DB00909,No
2554,Carbamazepine,5394,Temozolomide,CYP3A4,induction,Unknown,DB00564,DB00853,No
2554,Carbamazepine,2662,Celecoxib,CYP3A4,induction,Unknown,DB00564,DB00482,No
5090,Rofecoxib,104741,Fulvestrant,CYP3A4,induction,Unknown,DB00533,DB00947,No
444,Bupropion,5394,Temozolomide,CYP3A4,induction,Unknown,DB01156,DB00853,No
2585,Carvedilol,5394,Temozolomide,CYP3A4,induction,Unknown,DB01136,DB00853,No
5394,Temozolomide,5732,Zolpidem,CYP3A4,induction,Unknown,DB00853,DB00425,No
2244,Aspirin,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00945,DB00531,No
2244,Aspirin,2907,Cyclophosphamide,CYP2C9,induction,Unknown,DB00945,DB00531,No
5391,Temazepam,5394,Temozolomide,CYP3A4,induction,Unknown,DB00231,DB00853,No
2803,Clonidine,5426,Thalidomide,CYP3A5,induction,Moderate,DB00575,DB01041,No
4679,Pantoprazole,60198,Exemestane,CYP3A4,induction,Unknown,DB00213,DB00990,No
1775,Phenytoin,5394,Temozolomide,CYP3A4,induction,Unknown,DB00252,DB00853,No
3902,Letrozole,4679,Pantoprazole,CYP3A4,induction,Unknown,DB01006,DB00213,No
2478,Busulfan,4679,Pantoprazole,CYP3A4,induction,Unknown,DB01008,DB00213,No
4679,Pantoprazole,104741,Fulvestrant,CYP3A4,induction,Unknown,DB00213,DB00947,No
2662,Celecoxib,5394,Temozolomide,CYP3A4,induction,Unknown,DB00482,DB00853,No
1775,Phenytoin,2478,Busulfan,CYP3A4,induction,Moderate,DB00252,DB01008,Yes
3339,Fenofibrate,5394,Temozolomide,CYP3A4,induction,Unknown,DB01039,DB00853,No
3902,Letrozole,4829,Pioglitazone,CYP3A4,induction,Unknown,DB01006,DB01132,No
2662,Celecoxib,4909,Primidone,CYP3A4,induction,Unknown,DB00482,DB00794,No
5152,Salmeterol,5426,Thalidomide,CYP3A5,induction,Unknown,DB00938,DB01041,No
3702,Indapamide,5394,Temozolomide,CYP3A4,induction,Unknown,DB00808,DB00853,No
2907,Cyclophosphamide,3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",CYP2C9,induction,Moderate,DB00531,DB00222,No
5394,Temozolomide,176870,Erlotinib,CYP3A4,induction,Unknown,DB00853,DB00530,Yes
4829,Pioglitazone,60198,Exemestane,CYP3A4,induction,Unknown,DB01132,DB00990,No
2554,Carbamazepine,3902,Letrozole,CYP3A4,induction,Unknown,DB00564,DB01006,No
2471,Bumetanide,216326,Lenalidomide,PTGS2,induction,Unknown,DB00887,DB00480,No
4829,Pioglitazone,5394,Temozolomide,CYP3A4,induction,Unknown,DB01132,DB00853,No
5394,Temozolomide,34312,Oxcarbazepine,CYP3A4,induction,Unknown,DB00853,DB00776,No
5002,Quetiapine,5394,Temozolomide,CYP3A4,induction,Unknown,DB01224,DB00853,No
2405,Bisoprolol,5394,Temozolomide,CYP3A4,induction,Unknown,DB00612,DB00853,No
2554,Carbamazepine,104741,Fulvestrant,CYP3A4,induction,Unknown,DB00564,DB00947,No
5394,Temozolomide,5578,Trimethoprim,CYP3A4,induction,Unknown,DB00853,DB00440,No
2662,Celecoxib,4991,Pyridostigmine,CYP3A4,induction,Unknown,DB00482,DB00545,No
5090,Rofecoxib,60198,Exemestane,CYP3A4,induction,Unknown,DB00533,DB00990,No
5152,Salmeterol,5394,Temozolomide,CYP3A4,induction,Unknown,DB00938,DB00853,No
2554,Carbamazepine,60198,Exemestane,CYP3A4,induction,Moderate,DB00564,DB00990,Yes
3152,Donepezil,5394,Temozolomide,CYP3A4,induction,Unknown,DB00843,DB00853,No
2578,Carmustine,3883,Lansoprazole,CYP1A2,induction,Unknown,DB00262,DB00448,No
4616,Oxazepam,5394,Temozolomide,CYP3A4,induction,Unknown,DB00842,DB00853,No
5090,Rofecoxib,5394,Temozolomide,CYP3A4,induction,Unknown,DB00533,DB00853,No
3902,Letrozole,34312,Oxcarbazepine,CYP3A4,induction,Moderate,DB01006,DB00776,No
3440,Furosemide,667490,6-Mercaptopurine,SLCO1B3? (OATP),transporter_inhibition,Unknown,DB00695,DB01033,No
3676,Lidocaine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00281,DB00480,No
3365,Fluconazole,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00196,DB00480,No
3345,Fentanyl,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00813,DB00480,No
2520,Verapamil,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00661,DB00480,No
2520,Verapamil,216326,Lenalidomide,ABCB1 (P-gp),transporter_induction,Unknown,DB00661,DB00480,No
4679,Pantoprazole,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00213,DB00480,No
2554,Carbamazepine,216326,Lenalidomide,ABCB1 (P-gp),transporter_induction,Unknown,DB00564,DB00480,No
2554,Carbamazepine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00564,DB00480,No
3385,5-Fluorouracil,4212,Mitoxantrone,ABCG2 (BCRP),transporter_inhibition,Moderate,DB00544,DB01204,No
4091,Metformin,5291,Imatinib,SLC22A2,transporter_inhibition,Unknown,DB00331,DB00619,No
2585,Carvedilol,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01136,DB00480,No
2764,Ciprofloxacin,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00537,DB00480,No
3883,Lansoprazole,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00448,DB00480,No
3348,Fexofenadine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00950,DB01204,No
3348,Fexofenadine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00950,DB01204,No
3899,Leflunomide,65999,Telmisartan,ABCG2 (BCRP),transporter_inhibition,Unknown,DB01097,DB00966,No
5656,Venlafaxine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00285,DB00480,No
3488,Glibenclamide,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01016,DB00480,No
3348,Fexofenadine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00950,DB00480,No
2812,Clotrimazole,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00257,DB00480,No
2812,Clotrimazole,216326,Lenalidomide,ABCB1 (P-gp),transporter_induction,Unknown,DB00257,DB00480,No
5291,Imatinib,5401,Terazosin,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00619,DB01162,No
3676,Lidocaine,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00281,DB00305,No
1983,Acetaminophen,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00316,DB00305,No
3108,Dipyridamole,3385,5-Fluorouracil,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00975,DB00544,No
54454,Simvastatin,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Major,DB00641,DB00480,No
5090,Rofecoxib,667490,6-Mercaptopurine,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00533,DB01033,No
2162,Amlodipine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00381,DB00480,No
3385,5-Fluorouracil,65999,Telmisartan,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00544,DB00966,No
2907,Cyclophosphamide,3157,Doxazosin,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00590,No
4212,Mitoxantrone,4583,Ofloxacin,ABCC1,transporter_inhibition,Minor,DB01204,DB01165,No
2662,Celecoxib,3108,Dipyridamole,ABCC4 (MRP4),transporter_inhibition,Moderate,DB00482,DB00975,No
3672,"Ibuprofen, (+-)-",3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Major,DB01050,DB01254,No
4212,Mitoxantrone,4927,Promethazine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01204,DB01069,No
4212,Mitoxantrone,4927,Promethazine,ABCB1 (P-gp),transporter_induction,Unknown,DB01204,DB01069,No
2907,Cyclophosphamide,4893,Prazosin,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00457,No
3157,Doxazosin,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00590,DB00480,No
3108,Dipyridamole,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00975,DB00480,No
3108,Dipyridamole,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00975,DB00317,No
3883,Lansoprazole,119182,Clofarabine,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00448,DB00631,No
3961,Losartan,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00678,DB00480,No
4171,Metoprolol,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00264,DB01204,No
4171,Metoprolol,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00264,DB01204,No
2477,Buspirone,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00490,DB00480,No
3333,Felodipine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01023,DB00480,No
5401,Terazosin,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01162,DB00480,No
3878,Lamotrigine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00555,DB00619,No
4679,Pantoprazole,119182,Clofarabine,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00213,DB00631,No
2471,Bumetanide,3385,5-Fluorouracil,SLC22A7,transporter_inhibition,Unknown,DB00887,DB00544,No
4679,Pantoprazole,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00213,DB00305,No
2907,Cyclophosphamide,3108,Dipyridamole,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00975,No
3440,Furosemide,216239,Sorafenib,ABCC2 (MRP2),transporter_inhibition,Unknown,DB00695,DB00398,No
4212,Mitoxantrone,68740,Zoledronic Acid,ABCC1,transporter_inhibition,Unknown,DB01204,DB00399,No
5291,Imatinib,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00619,DB11868,No
4171,Metoprolol,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00264,DB00480,No
5401,Terazosin,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01162,DB00398,No
2244,Aspirin,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00945,DB01204,No
2244,Aspirin,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00945,DB01204,No
2244,Aspirin,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Major,DB00945,DB01254,No
3672,"Ibuprofen, (+-)-",4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB01050,DB01204,No
3672,"Ibuprofen, (+-)-",4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01050,DB01204,No
4927,Promethazine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01069,DB00480,No
3121,Valproic Acid,667490,6-Mercaptopurine,SLCO1B3? (OATP),transporter_inhibition,Unknown,DB00313,DB01033,No
5746,Mitomycin C,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00305,DB00317,No
2708,Chlorambucil,54454,Simvastatin,SLCO1A2 (OATP1A2),transporter_inhibition,Unknown,DB00291,DB00641,No
2907,Cyclophosphamide,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB11868,No
2907,Cyclophosphamide,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00480,No
3957,Loratadine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00455,DB00480,No
59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB11868,DB00317,No
2585,Carvedilol,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01136,DB00530,No
4212,Mitoxantrone,5358,Sumatriptan,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01204,DB00669,No
4212,Mitoxantrone,5358,Sumatriptan,ABCB1 (P-gp),transporter_induction,Unknown,DB01204,DB00669,No
3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01026,DB00480,No
3386,Fluoxetine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00472,DB00480,No
13342,Vinblastine,68740,Zoledronic Acid,ABCC1,transporter_inhibition,Unknown,DB00570,DB00399,No
13342,Vinblastine,68740,Zoledronic Acid,ABCC1,transporter_induction,Unknown,DB00570,DB00399,No
3672,"Ibuprofen, (+-)-",667490,6-Mercaptopurine,SLCO1B3? (OATP),transporter_inhibition,Unknown,DB01050,DB01033,No
4946,Propranolol,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00571,DB00480,No
4171,Metoprolol,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00264,DB01254,No
65999,Telmisartan,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00966,DB00530,No
4485,Nifedipine,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01115,DB00480,No
4485,Nifedipine,216326,Lenalidomide,ABCB1 (P-gp),transporter_induction,Unknown,DB01115,DB00480,No
2907,Cyclophosphamide,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00531,DB00305,No
3108,Dipyridamole,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00975,DB00305,No
2662,Celecoxib,667490,6-Mercaptopurine,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00482,DB01033,No
3333,Felodipine,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01023,DB00305,No
2764,Ciprofloxacin,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Minor,DB00537,DB00305,No
59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB11868,DB00398,No
2585,Carvedilol,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01136,DB01254,No
4212,Mitoxantrone,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),transporter_induction,Unknown,DB01204,DB11868,No
4212,Mitoxantrone,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01204,DB11868,No
4212,Mitoxantrone,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01204,DB00305,No
4212,Mitoxantrone,5746,Mitomycin C,ABCB1 (P-gp),transporter_induction,Moderate,DB01204,DB00305,No
2907,Cyclophosphamide,5401,Terazosin,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01162,No
2520,Verapamil,667490,6-Mercaptopurine,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00661,DB01033,No
3157,Doxazosin,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00590,DB00530,No
5746,Mitomycin C,54454,Simvastatin,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00305,DB00641,No
3016,Diazepam,5746,Mitomycin C,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00829,DB00305,No
5578,Trimethoprim,216326,Lenalidomide,ABCB1 (P-gp),transporter_induction,Unknown,DB00440,DB00480,No
5578,Trimethoprim,216326,Lenalidomide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00440,DB00480,No
