CID_A,drug_A,CID_B,drug_B,enzyme_gene,uniprot,direction,severity
5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",13342,Vinblastine,CYP3A4,P08684,inhibition,Major
5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",13342,Vinblastine,CYP3A4,P08684,induction,Major
5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",13342,Vinblastine,ABCB1 (P-gp),P08183,transporter_inhibition,Major
5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",13342,Vinblastine,ABCB1 (P-gp),P08183,transporter_induction,Major
4539,Norfloxacin,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
4539,Norfloxacin,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
4771,Phentermine,216239,Sorafenib,CYP2C9,P11712,induction,Unknown
4771,Phentermine,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
3345,Fentanyl,13342,Vinblastine,CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,13342,Vinblastine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3345,Fentanyl,13342,Vinblastine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
1775,Phenytoin,2187,Anastrozole,CYP3A4,P08684,inhibition,Unknown
1775,Phenytoin,2187,Anastrozole,CYP3A4,P08684,induction,Unknown
71616,Voriconazole,176870,Erlotinib,CYP3A4,P08684,inhibition,Moderate
3676,Lidocaine,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3676,Lidocaine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3676,Lidocaine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
123631,Gefitinib,1349907,Methimazole,CYP3A4,P08684,inhibition,Unknown
5394,Temozolomide,5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,inhibition,Unknown
5394,Temozolomide,5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,induction,Unknown
4634,Oxybutynin,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3333,Felodipine,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3333,Felodipine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,3333,Felodipine,CYP3A4,P08684,inhibition,Unknown
4499,Nisoldipine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
4499,Nisoldipine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4499,Nisoldipine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
4499,Nisoldipine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
3715,Indomethacin,216239,Sorafenib,CYP2C9,P11712,inhibition,Unknown
3715,Indomethacin,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4178,Mexiletine,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Unknown
3157,Doxazosin,3657,Hydroxyurea,CYP2D6,P10635,inhibition,Unknown
3954,Loperamide(1+),14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3954,Loperamide(1+),14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Moderate
2554,Carbamazepine,3690,Ifosfamide,CYP3A4,P08684,inhibition,Unknown
2554,Carbamazepine,3690,Ifosfamide,CYP3A4,P08684,induction,Unknown
3657,Hydroxyurea,3793,Itrizole,CYP2D6,P10635,inhibition,Unknown
3784,Isradipine,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
2719,Chloroquine,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2719,Chloroquine,2907,Cyclophosphamide,CYP3A4,P08684,induction,Unknown
2719,Chloroquine,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Unknown
1775,Phenytoin,60953,Capecitabine,CYP2C9,P11712,inhibition,Moderate
1775,Phenytoin,60953,Capecitabine,CYP2C9,P11712,induction,Moderate
2725,(+-)-Chlorpheniramine,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3825,Ketoprofen,216239,Sorafenib,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
3825,Ketoprofen,216239,Sorafenib,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,4499,Nisoldipine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,4499,Nisoldipine,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,4499,Nisoldipine,CYP3A4,P08684,inhibition,Unknown
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,123631,Gefitinib,CYP2D6,P10635,inhibition,Unknown
4173,Metronidazole,60198,Exemestane,CYP3A4,P08684,inhibition,Unknown
4485,Nifedipine,14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4485,Nifedipine,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
4485,Nifedipine,14888,Arsenic Trioxide,CYP3A4,P08684,induction,Unknown
4485,Nifedipine,14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_induction,Unknown
4058,Meperidine,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
1978,Acebutolol,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1978,Acebutolol,123631,Gefitinib,CYP2D6,P10635,inhibition,Unknown
3793,Itrizole,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Major
3793,Itrizole,3062316,Dasatinib,CYP3A4,P08684,inhibition,Major
3793,Itrizole,3062316,Dasatinib,CYP1A1,P04798,induction,Major
5376,"(E,Z)-Tamoxifen",5735,Zopiclone,CYP3A4,P08684,induction,Unknown
5376,"(E,Z)-Tamoxifen",5735,Zopiclone,CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,4539,Norfloxacin,CYP3A4,P08684,inhibition,Minor
1978,Acebutolol,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1978,Acebutolol,5376,"(E,Z)-Tamoxifen",CYP2D6,P10635,inhibition,Unknown
1978,Acebutolol,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
2520,Verapamil,3397,Flutamide,CYP1A2,P05177,inhibition,Unknown
444,Bupropion,2375,Bicalutamide,CYP3A4,P08684,inhibition,Unknown
4679,Pantoprazole,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4595,Ondansetron,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2771,Citalopram,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2244,Aspirin,3397,Flutamide,CYP2C19,P33261,induction,Unknown
2802,Clonazepam,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
3902,Letrozole,5090,Rofecoxib,CYP3A4,P08684,induction,Unknown
3345,Fentanyl,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
4679,Pantoprazole,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Major
4679,Pantoprazole,3062316,Dasatinib,CYP1A2,P05177,induction,Major
3954,Loperamide(1+),5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4917,Prochlorperazine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4594,Prilosec,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4679,Pantoprazole,176870,Erlotinib,CYP1A2,P05177,induction,Major
4679,Pantoprazole,176870,Erlotinib,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Major
2118,Alprazolam,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
2662,Celecoxib,34312,Oxcarbazepine,CYP3A4,P08684,induction,Unknown
2471,Bumetanide,5426,Thalidomide,PTGS2,P35354,induction,Unknown
2585,Carvedilol,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",XDH,P47989,induction,Unknown
5073,Risperidone,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
2578,Carmustine,4679,Pantoprazole,CYP1A2,P05177,induction,Unknown
2895,Cyclobenzaprine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4634,Oxybutynin,5426,Thalidomide,CYP3A5,P20815,induction,Unknown
2662,Celecoxib,104865,Bosentan,CYP3A4,P08684,induction,Moderate
5394,Temozolomide,5734,Zonisamide,CYP3A4,P08684,induction,Unknown
2554,Carbamazepine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5426,Thalidomide,5978,Vincristine,CYP3A5,P20815,induction,Major
2554,Carbamazepine,2662,Celecoxib,CYP3A4,P08684,induction,Unknown
5090,Rofecoxib,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
444,Bupropion,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2585,Carvedilol,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5394,Temozolomide,5732,Zolpidem,CYP3A4,P08684,induction,Unknown
2244,Aspirin,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2244,Aspirin,2907,Cyclophosphamide,CYP2C9,P11712,induction,Unknown
5391,Temazepam,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2803,Clonidine,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
4679,Pantoprazole,60198,Exemestane,CYP3A4,P08684,induction,Unknown
1775,Phenytoin,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
3902,Letrozole,4679,Pantoprazole,CYP3A4,P08684,induction,Unknown
2478,Busulfan,4679,Pantoprazole,CYP3A4,P08684,induction,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4679,Pantoprazole,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
3510,(3H)granisetron,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
1775,Phenytoin,2478,Busulfan,CYP3A4,P08684,induction,Moderate
3339,Fenofibrate,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4201,Minoxidil,93860,"Bortezomib, (1S,2R)-",PTGS1,P23219,induction,Unknown
10631,Medroxyprogesterone,34312,Oxcarbazepine,CYP3A4,P08684,induction,Moderate
3902,Letrozole,4829,Pioglitazone,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,4909,Primidone,CYP3A4,P08684,induction,Unknown
3510,(3H)granisetron,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
5152,Salmeterol,5426,Thalidomide,CYP3A5,P20815,induction,Unknown
3702,Indapamide,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",CYP2C9,P11712,induction,Moderate
5394,Temozolomide,176870,Erlotinib,CYP3A4,P08684,induction,Unknown
4829,Pioglitazone,60198,Exemestane,CYP3A4,P08684,induction,Unknown
2554,Carbamazepine,3902,Letrozole,CYP3A4,P08684,induction,Unknown
2471,Bumetanide,216326,Lenalidomide,PTGS2,P35354,induction,Unknown
3032,Arthrotec,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4829,Pioglitazone,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5394,Temozolomide,34312,Oxcarbazepine,CYP3A4,P08684,induction,Unknown
5002,Quetiapine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5394,Temozolomide,5512,2-(3-(Di(propan-2-yl)amino)-1-phenylpropyl)-4-methylphenol,CYP3A4,P08684,induction,Unknown
2405,Bisoprolol,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2554,Carbamazepine,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
5394,Temozolomide,5578,Trimethoprim,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,4991,Pyridostigmine,CYP3A4,P08684,induction,Unknown
5090,Rofecoxib,60198,Exemestane,CYP3A4,P08684,induction,Unknown
5152,Salmeterol,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
942,3-(1-Methylpyrrolidin-2-yl)pyridine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2554,Carbamazepine,60198,Exemestane,CYP3A4,P08684,induction,Moderate
5426,Thalidomide,152945,CID 152945,CYP3A5,P20815,induction,Unknown
3152,Donepezil,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
3148,Anzemet,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2578,Carmustine,3883,Lansoprazole,CYP1A2,P05177,induction,Unknown
4616,Oxazepam,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5090,Rofecoxib,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
3902,Letrozole,34312,Oxcarbazepine,CYP3A4,P08684,induction,Moderate
3440,Furosemide,667490,6-Mercaptopurine,SLCO1B3? (OATP),Q8TCC7,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4485,Nifedipine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4485,Nifedipine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",150311,Ezetimibe,ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
2160,Amitriptyline,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4171,Metoprolol,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4171,Metoprolol,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3676,Lidocaine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3365,Fluconazole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3715,Indomethacin,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Major
3883,Lansoprazole,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Major
13342,Vinblastine,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_induction,Moderate
13342,Vinblastine,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
2520,Verapamil,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
2520,Verapamil,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_induction,Unknown
5401,Terazosin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5401,Terazosin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",4539,Norfloxacin,SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",667490,6-Mercaptopurine,SLCO1B3? (OATP),Q8TCC7,transporter_inhibition,Minor
3345,Fentanyl,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCC2 (MRP2),Q92887,transporter_inhibition,Minor
2520,Verapamil,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2520,Verapamil,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3676,Lidocaine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,3385,5-Fluorouracil,SLC22A7,Q9Y694,transporter_inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",4171,Metoprolol,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3121,Valproic Acid,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Moderate
4679,Pantoprazole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,4583,Ofloxacin,ABCC1,P33527,transporter_inhibition,Moderate
5978,Vincristine,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5978,Vincristine,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3333,Felodipine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
2471,Bumetanide,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Unknown
1983,Acetaminophen,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Moderate
38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",123631,Gefitinib,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
3957,Loratadine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2554,Carbamazepine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2554,Carbamazepine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Moderate
4112,"Methotrexate, (A+-)-",4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3385,5-Fluorouracil,4212,Mitoxantrone,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Moderate
3488,Glibenclamide,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
4091,Metformin,5291,Imatinib,SLC22A2,O15244,transporter_inhibition,Unknown
3348,Fexofenadine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3825,Ketoprofen,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Major
2585,Carvedilol,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2756,Cimetidine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_induction,Unknown
2756,Cimetidine,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,4112,"Methotrexate, (A+-)-",ABCC1,P33527,transporter_inhibition,Moderate
2764,Ciprofloxacin,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4583,Ofloxacin,ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",54454,Simvastatin,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",4112,"Methotrexate, (A+-)-",ABCC1,P33527,transporter_inhibition,Moderate
3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_induction,Moderate
3883,Lansoprazole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3158,Doxepin,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",4927,Promethazine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5358,Sumatriptan,SLCO1A2 (OATP1A2),P46721,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",5358,Sumatriptan,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",65999,Telmisartan,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4679,Pantoprazole,ABCB1 (P-gp),P08183,transporter_inhibition,Major
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3348,Fexofenadine,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3348,Fexofenadine,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",176870,Erlotinib,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,4212,Mitoxantrone,ABCC1,P33527,transporter_inhibition,Moderate
3059,Diflunisal,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Major
3899,Leflunomide,65999,Telmisartan,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
5656,Venlafaxine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3158,Doxepin,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3488,Glibenclamide,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3348,Fexofenadine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2812,Clotrimazole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2812,Clotrimazole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Moderate
4583,Ofloxacin,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Minor
3440,Furosemide,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
1690,Doxorubicin (Adriamycin) HCl,148192,Atazanavir,ABCC1,P33527,transporter_inhibition,Unknown
4583,Ofloxacin,14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_induction,Major
4583,Ofloxacin,14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_inhibition,Major
2284,Baclofen,4112,"Methotrexate, (A+-)-",SLCO1B3? (OATP),Q8TCC7,transporter_inhibition,Unknown
3793,Itrizole,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Moderate
5291,Imatinib,5401,Terazosin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1986,Acetazolamide,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Unknown
4927,Promethazine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4927,Promethazine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3639,Hydrochlorothiazide,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Moderate
2554,Carbamazepine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_induction,Moderate
2554,Carbamazepine,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
3414,Phosphonatoformate,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",148192,Atazanavir,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3676,Lidocaine,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1983,Acetaminophen,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3108,Dipyridamole,3385,5-Fluorouracil,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
3345,Fentanyl,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2153,Theophylline,4112,"Methotrexate, (A+-)-",SLC22A7,Q9Y694,transporter_inhibition,Moderate
54454,Simvastatin,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Major
4112,"Methotrexate, (A+-)-",5578,Trimethoprim,ABCB1 (P-gp),P08183,transporter_induction,Major
4112,"Methotrexate, (A+-)-",5578,Trimethoprim,ABCB1 (P-gp),P08183,transporter_inhibition,Major
