drug_A,drug_B,enzymes,mechanism,severity,in_trial,trial_AEs,in_trueDDI
Cyclophosphamide,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Bicalutamide,Isosorbide Mononitrate,CYP3A4,CYP inhibition,Unknown,No,0,No
Zolpidem,Arsenic Trioxide,CYP3A4,CYP inhibition,Unknown,No,0,No
Mirtazapine,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Propranolol,"ABCB1 (P-gp), CYP2D6, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Salbutamol,Letrozole,CYP3A4,CYP inhibition,Unknown,No,0,No
Imatinib,Temazepam,CYP3A4,CYP inhibition,Unknown,No,0,No
Mitoxantrone,Simvastatin,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Haloperidol,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP2D6","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Itrizole,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,Yes
Acetaminophen,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Lansoprazole,Fulvestrant,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Palonosetron,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Famciclovir,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Losartan,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Leflunomide,Loratadine,CYP2C9,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,Letrozole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fentanyl,Sorafenib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Doxazosin,Sorafenib,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
5-Fluorouracil,Glipizide,CYP2C9,CYP inhibition,Unknown,No,0,No
Temozolomide,Vincristine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Nifedipine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Famciclovir,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Diazepam,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Verapamil,Leflunomide,"ABCG2 (BCRP), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Itrizole,Thalidomide,"CYP2E1, CYP3A5","CYP induction, CYP inhibition",Unknown,No,0,No
Bicalutamide,Arthrotec,CYP2C9,CYP inhibition,Unknown,No,0,No
Temazepam,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Losartan,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Fentanyl,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Alprazolam,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Promethazine,CYP2C9,CYP inhibition,Unknown,No,0,No
Anastrozole,Simvastatin,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Citalopram,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Anastrozole,Clonazepam,CYP3A4,CYP inhibition,Unknown,No,0,No
Fluconazole,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Celecoxib,Lenalidomide,PTGS2,CYP inhibition,Unknown,No,0,No
Indomethacin,Lenalidomide,"ABCB1 (P-gp), PTGS2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Tamoxifen,Fulvestrant,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Bicalutamide,Rofecoxib,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Rofecoxib,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Bupropion,Sorafenib,CYP1A2,CYP inhibition,Unknown,No,0,No
Leflunomide,Pantoprazole,"ABCG2 (BCRP), CYP1A2, CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Pioglitazone,Sorafenib,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Promethazine,Bortezomib,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Prochlorperazine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Rivastigmine,CYP3A4,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Risperidone,CYP2D6,CYP inhibition,Unknown,No,0,No
Anastrozole,Clonidine,CYP1A2,CYP inhibition,Unknown,No,0,No
Amlodipine,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Ondansetron,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Ondansetron,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Acetaminophen,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,(3H)granisetron,CYP2D6,"CYP induction, CYP inhibition",Unknown,No,0,No
Acetaminophen,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Losartan,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Amlodipine,Erlotinib,"ABCB1 (P-gp), CYP2C8","CYP inhibition, transporter inhibition",Unknown,No,0,No
Carvedilol,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Torasemide,"CYP2C19, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Letrozole,Simvastatin,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Ketoconazole,CYP3A4,CYP inhibition,Unknown,No,0,No
Amlodipine,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Venlafaxine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Amlodipine,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Amlodipine,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Fentanyl,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Acetaminophen,Thalidomide,PTGS2,CYP inhibition,Unknown,No,0,No
Bisoprolol,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Fenofibrate,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Prilosec,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,Yes
Nifedipine,Sorafenib,"ABCB1 (P-gp), CYP1A2, CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Celecoxib,Thalidomide,PTGS2,CYP inhibition,Unknown,No,0,No
Anastrozole,Celecoxib,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Fulvestrant,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Arthrotec,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Rofecoxib,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fluoxetine,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Oxazepam,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Metoprolol,Bortezomib,CYP2C19,CYP inhibition,Unknown,No,0,No
Leflunomide,Promethazine,CYP2C9,CYP inhibition,Unknown,No,0,No
Anastrozole,Pioglitazone,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Felodipine,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Valproic Acid,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Clotrimazole,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Etodolac,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Atazanavir,CYP3A4,CYP inhibition,Unknown,No,0,Yes
5-Fluorouracil,Lansoprazole,"ABCG2 (BCRP), CYP1A2, CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Acetaminophen,Bicalutamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Simvastatin,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Telmisartan,Sorafenib,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
Celecoxib,Nifedipine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,Yes
Celecoxib,Simvastatin,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Quetiapine,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Pantoprazole,"ABCG2 (BCRP), CYP1A2, CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Temazepam,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Clomipramine,Gefitinib,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
Celecoxib,Raloxifene,CYP3A4,CYP inhibition,Unknown,No,0,No
Mitoxantrone,Zolpidem,CYP3A4,CYP inhibition,Unknown,No,0,No
Acetaminophen,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Triazolam,CYP2C9,CYP inhibition,Unknown,No,0,No
Fluoxetine,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Diazepam,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Fenofibrate,Thalidomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Hydroxychloroquine,CYP2D6,CYP inhibition,Unknown,No,0,No
Glipizide,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Citalopram,Erlotinib,CYP2D6,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Oxybutynin,CYP2C8,CYP inhibition,Unknown,No,0,No
Loperamide,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Amlodipine,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Tamoxifen,Simvastatin,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Fenofibrate,Bexarotene,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Carbamazepine,Carmustine,CYP1A2,"CYP induction, CYP inhibition",Unknown,No,0,No
Ofloxacin,Imatinib,CYP1A2,CYP inhibition,Unknown,No,0,No
Clonazepam,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Fentanyl,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Aspirin,Bicalutamide,"CYP2C19, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Acetaminophen,Exemestane,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Lovastatin,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Valproic Acid,"CYP2A6, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Glimepiride,Sorafenib,CYP2C9,CYP inhibition,Unknown,No,0,No
Mitoxantrone,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Ibuprofen,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Leflunomide,Mirtazapine,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Lovastatin,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Verapamil,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Acetaminophen,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Paroxetine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Verapamil,Celecoxib,"ABCC4 (MRP4), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Oxybutynin,Gefitinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Anastrozole,Citalopram,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Atazanavir,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,Yes
Propranolol,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,CID 152945,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Doxazosin,Gefitinib,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
Mexiletine,Arsenic Trioxide,CYP3A4,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,Sorafenib,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Celecoxib,Methadone,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fexofenadine,Imatinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Bisoprolol,Celecoxib,CYP2D6,CYP inhibition,Unknown,No,0,Yes
Verapamil,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Telmisartan,Bortezomib,CYP2C19,CYP inhibition,Unknown,No,0,No
Fexofenadine,Erlotinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Clopidogrel,Arsenic Trioxide,CYP3A4,CYP inhibition,Unknown,No,0,No
Respules,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Glipizide,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Promethazine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Clonidine,CYP2D6,CYP inhibition,Unknown,No,0,No
Metronidazole,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Glipizide,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Carvedilol,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Celecoxib,Meperidine,CYP2D6,CYP inhibition,Unknown,No,0,No
Fluconazole,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Loratadine,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Fentanyl,Erlotinib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Fentanyl,Letrozole,CYP3A4,CYP inhibition,Unknown,No,0,No
Salmeterol,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Temazepam,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Venlafaxine,"ABCG2 (BCRP), CYP2C9","CYP inhibition, transporter induction",Unknown,No,0,No
Salbutamol,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Indapamide,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Loperamide,Imatinib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Acebutolol,Celecoxib,CYP2D6,CYP inhibition,Unknown,No,0,Yes
Salbutamol,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Tamoxifen,Triazolam,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Metoprolol,Erlotinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Bicalutamide,Zolpidem,CYP3A4,CYP inhibition,Unknown,No,0,No
Carvedilol,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Letrozole,Venlafaxine,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Fexofenadine,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Fluoxetine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Exemestane,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Ciprofloxacin,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Gemfibrozil,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Salbutamol,Gefitinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Ezetimibe,Erlotinib,"ABCG2 (BCRP), UGT1A1","CYP inhibition, transporter inhibition",Unknown,No,0,No
Glibenclamide,Sorafenib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Amlodipine,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Zopiclone,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Isosorbide Mononitrate,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Fentanyl,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Triazolam,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Formoterol,CYP2D6,CYP inhibition,Unknown,No,0,No
Lidocaine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Irbesartan,Letrozole,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Felodipine,CYP3A4,CYP inhibition,Unknown,No,0,No
Alprazolam,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Diazepam,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Lansoprazole,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Simvastatin,Exemestane,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Clonidine,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Doxorubicin,Indomethacin,"ABCC1, UGT2B7","CYP inhibition, transporter inhibition",Unknown,No,0,No
Rofecoxib,Thalidomide,PTGS2,CYP inhibition,Unknown,No,0,No
Bupropion,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Carvedilol,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Venlafaxine,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,Exemestane,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Acetazolamide,Celecoxib,CYP3A4,CYP inhibition,Unknown,No,0,No
Nifedipine,Capecitabine,CYP2C9,"CYP induction, CYP inhibition",Unknown,No,0,No
Busulfan,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Mirtazapine,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Celecoxib,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Irbesartan,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Methotrexate,Raloxifene,AOX1,CYP inhibition,Unknown,No,0,No
Carbamazepine,Capecitabine,CYP2C9,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Glipizide,CYP3A4,CYP inhibition,Unknown,No,0,No
Clonidine,Cyclophosphamide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Prochlorperazine,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Lovastatin,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
5-Fluorouracil,Mirtazapine,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Isoniazid,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Glimepiride,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Respules,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Fentanyl,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Ibuprofen,CYP2C9,CYP inhibition,Unknown,No,0,No
Arthrotec,5-Fluorouracil,"ABCC4 (MRP4), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Anastrozole,Rofecoxib,"CYP1A2, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Methimazole,CYP3A4,CYP inhibition,Unknown,No,0,No
Valproic Acid,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Venlafaxine,Erlotinib,"ABCG2 (BCRP), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Temazepam,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Bicalutamide,Clopidogrel,CYP2C9,CYP inhibition,Unknown,No,0,No
Diazepam,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Ibuprofen,"ABCB1 (P-gp), CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Clonidine,Sorafenib,"ABCB1 (P-gp), CYP1A2","CYP inhibition, transporter inhibition",Unknown,No,0,No
Acetaminophen,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Fluoxetine,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Zolpidem,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Ibuprofen,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Anzemet,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Thiotepa,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Anastrozole,Ciprofloxacin,CYP1A2,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Loperamide,CYP2D6,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Tolterodine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Raloxifene,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Atorvastatin EP Impurity B,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Anastrozole,Clopidogrel,CYP2C9,CYP inhibition,Unknown,No,0,No
Capecitabine,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Clotrimazole,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Bupropion,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Celecoxib,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Clotrimazole,5-Fluorouracil,"ABCC3, CYP2C9","CYP inhibition, transporter induction",Unknown,No,0,No
Pioglitazone,Thalidomide,CYP2C19,CYP inhibition,Unknown,No,0,No
Celecoxib,Palonosetron,CYP2D6,CYP inhibition,Unknown,No,0,No
Anastrozole,Aspirin,CYP2C9,CYP inhibition,Unknown,No,0,No
Aspirin,Bortezomib,"CYP2C19, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
5-Fluorouracil,Paroxetine,CYP2C9,CYP inhibition,Unknown,No,0,No
Bupropion,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Celecoxib,Anzemet,CYP2D6,CYP inhibition,Unknown,No,0,No
3-(1-Methylpyrrolidin-2-yl)pyridine,5-Fluorouracil,"CYP1A2, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Atorvastatin EP Impurity B,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Fluconazole,Letrozole,CYP3A4,CYP inhibition,Unknown,No,0,No
Celecoxib,Chlordiazepoxide,CYP2D6,CYP inhibition,Unknown,No,0,No
Celecoxib,Methylphenidate,CYP2D6,CYP inhibition,Unknown,No,0,No
Clonidine,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Amlodipine,Celecoxib,CYP2D6,CYP inhibition,Unknown,No,0,No
Alprazolam,Anastrozole,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Zolpidem,CYP2C9,CYP inhibition,Unknown,No,0,No
Lansoprazole,Bortezomib,CYP1A2,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Zolpidem,CYP1A2,CYP inhibition,Unknown,No,0,No
Celecoxib,Clotrimazole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Ezetimibe,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Leflunomide,Zolpidem,CYP2C9,CYP inhibition,Unknown,No,0,No
Isosorbide Mononitrate,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Metoprolol,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Loratadine,Gefitinib,"ABCB1 (P-gp), CYP2C9, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Paroxetine,"ABCB1 (P-gp), CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Celecoxib,Rofecoxib,"ABCC4 (MRP4), CYP3A4, PTGS2","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,Yes
Fexofenadine,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Lansoprazole,Letrozole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Glipizide,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Tolterodine,CYP2D6,CYP inhibition,Unknown,No,0,No
Zolpidem,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Isosorbide Mononitrate,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Leflunomide,Ropinirole,CYP1A2,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Zolpidem,CYP2D6,CYP inhibition,Unknown,No,0,No
Fluconazole,Thiotepa,CYP3A4,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Glibenclamide,"ABCC3, CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
(3H)granisetron,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Bicalutamide,Prilosec,CYP2C19,CYP inhibition,Unknown,No,0,No
Anastrozole,Arthrotec,CYP1A2,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Promethazine,"ABCB1 (P-gp), CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
